Hs,Hmax,Tz,Tp,Peak Direction,SST,SST_Range
0.923,1.56,4.029,7.273,115,27.4,3
0.926,1.659,3.946,3.741,118,27.35,3
0.977,1.56,4.17,3.941,23,27.35,3
0.975,1.72,4,7.814,23,27.3,3
1.111,1.89,4.098,4.117,33,27.3,3
1.044,2.275,4.038,4.031,32,27.3,3
1.196,2.04,4.167,4.202,29,27.3,3
1.214,2.12,4.201,4.328,28,27.3,3
1.263,2.09,4.312,4.367,22,27.3,3
1.352,2.14,4.28,4.605,30,27.3,3
1.324,2.025,4.45,4.481,25,27.3,3
1.431,2.589,4.541,4.804,25,27.3,3
1.401,2.44,4.423,4.86,29,27.25,3
1.351,2.25,4.53,4.702,32,27.25,3
1.36,2.63,4.324,4.703,21,27.25,3
1.291,2.093,4.474,5.049,30,27.25,3
1.305,2.55,4.475,4.811,21,27.2,3
1.297,2.14,4.491,4.924,18,27.2,3
1.129,1.8,4.401,4.699,23,27.2,3
1.156,2.02,4.581,4.831,35,27.15,3
1.094,2.05,4.278,4.83,33,27.15,3
1.055,1.8,4.533,4.717,30,27.15,3
1.038,1.7,4.685,7.232,29,27.15,3
1.009,1.69,4.797,7.287,32,27.1,3
0.936,1.62,4.727,7.6,90,27.1,3
0.984,1.74,5.071,8.152,40,27.1,3
0.928,1.5,5.085,4.712,98,27.1,3
0.913,1.35,5.144,7.829,39,27.1,3
0.931,1.44,5.658,8.757,97,27.1,3
0.812,1.4,5.382,8.405,99,27.1,3
0.931,1.68,5.735,7.489,97,27.15,3
0.932,1.7,5.794,8.298,87,27.15,3
0.902,1.58,5.938,8.428,91,27.1,3
0.903,1.66,6.063,8.239,95,27.15,3
0.913,1.72,6.014,7.972,90,27.1,3
0.898,1.52,6.199,7.872,90,27.15,3
0.857,1.57,5.887,8.513,87,27.15,3
0.957,1.63,6.448,8.449,83,27.2,3
0.815,1.49,5.547,8.012,98,27.25,3
0.87,1.31,5.753,7.948,88,27.25,3
0.799,1.24,5.643,7.689,95,27.25,3
0.862,1.55,5.727,7.607,92,27.3,3
0.781,1.4,5.171,7.823,97,27.3,3
0.878,1.61,5.041,7.912,91,27.35,3
0.796,1.58,4.606,7.814,94,27.3,3
0.831,1.36,4.49,8.166,94,27.3,3
0.804,1.34,4.275,7.645,95,27.3,3
0.795,1.34,4.365,8.12,94,27.35,3
0.775,1.4,4.057,8.508,97,27.35,3
0.829,1.47,4.233,7.556,99,27.35,3
0.814,1.408,4.1,7.281,99,27.35,3
0.858,1.8,4.022,7.374,95,27.3,3
0.906,1.54,4.134,8.16,101,27.3,3
0.989,1.98,4.322,8.159,91,27.3,3
0.963,1.5,4.432,8.194,88,27.3,3
0.93,1.64,4.493,7.539,88,27.3,3
0.914,1.42,4.663,7.053,94,27.3,3
0.924,1.83,4.695,7.591,84,27.3,3
0.853,1.56,4.891,7.265,85,27.3,3
0.883,1.53,5.004,7.617,85,27.35,3
0.829,1.35,5.131,6.995,84,27.3,3
0.837,1.61,5.3,7.583,87,27.3,3
0.768,1.41,5.043,7.339,92,27.3,3
0.778,1.25,4.993,7.929,88,27.3,3
0.793,1.38,5.365,7.448,88,27.3,3
0.717,1.1,5.085,7.888,87,27.3,3
0.775,1.32,5.454,7.326,90,27.25,3
0.652,1.03,5.061,8.111,90,27.2,3
0.706,1.18,5.043,7.554,87,27.2,3
0.675,1.16,5.022,7.02,98,27.2,3
0.658,1.14,5.094,8.117,88,27.2,3
0.631,1.16,4.889,7.916,97,27.2,3
0.621,1.04,4.823,7.823,92,27.2,3
0.59,1.21,4.972,7.036,91,27.2,3
0.584,0.93,5.163,7.032,94,27.2,3
0.584,0.94,5.011,7.11,95,27.2,3
0.559,1.12,5,7.547,87,27.2,3
0.569,1.03,5.44,7.49,94,27.15,3
0.589,0.87,5.462,7.043,92,27.15,3
0.591,0.93,5.379,7.579,98,27.15,3
0.602,0.99,5.494,7.549,91,27.15,3
0.567,1.02,5.068,7.811,84,27.15,3
0.632,1.1,5.245,7.549,81,27.15,3
0.619,1.05,4.788,7.601,80,27.1,3
0.588,1.03,4.632,6.955,90,27.1,3
0.575,0.93,4.689,7.502,91,27.1,3
0.641,0.97,5.145,7.565,85,27.15,3
0.629,1.15,4.889,6.997,83,27.15,3
0.598,0.95,5.177,6.64,81,27.15,3
0.595,1.1,5.438,7.846,77,27.25,3
0.697,1.24,6.023,7.839,78,27.3,3
0.674,1.13,5.93,7.568,80,27.4,3
0.647,1.26,5.325,7.56,75,27.45,3
0.663,1.1,5.166,7.555,77,27.45,3
0.655,1.09,5.189,7.513,78,27.45,3
0.667,1.49,5.03,7.302,78,27.4,3
0.742,1.18,5.016,7.858,81,27.4,3
0.734,1.3,4.93,8.106,81,27.35,3
0.692,1.23,4.661,7.828,78,27.3,3
0.725,1.26,4.805,7.932,80,27.35,3
0.754,1.19,4.746,7.795,80,27.4,3
0.734,1.37,4.73,7.84,81,27.4,3
0.651,1.07,4.409,7.139,83,27.35,3
0.719,1.13,5.091,8.174,92,27.3,3
0.704,1.13,4.606,7.039,85,27.3,3
0.754,1.34,4.928,7.584,85,27.25,3
0.743,1.41,4.773,7.567,92,27.25,3
0.767,1.21,4.619,7.319,92,27.2,3
0.777,1.35,4.497,7.676,85,27.15,3
0.832,1.52,4.908,7.817,87,27.15,3
0.911,1.48,4.971,7.566,84,27.15,3
0.878,1.47,5.045,7.743,84,27.1,3
0.934,1.59,5.109,7.54,91,27.1,3
0.866,1.25,4.82,7.849,92,27.1,3
0.843,1.54,4.859,7.802,85,27.1,3
0.851,1.49,5.027,7.564,91,27.1,3
0.835,1.43,4.824,7.918,94,27.05,3
0.873,1.41,4.965,7.561,92,27.05,3
0.855,1.39,4.741,7.55,90,27.05,3
0.869,1.33,4.844,7.427,98,27.05,3
0.87,1.34,4.895,7.752,87,27.05,3
0.939,1.46,4.902,7.625,88,27.05,3
0.888,1.52,4.888,6.794,90,27.05,3
0.899,1.5,5.097,7.937,-99.9,-99.9,1
0.897,1.3,4.94,7.107,85,27.05,3
0.894,1.45,5.042,7.023,83,27.05,3
0.885,1.35,5.049,7.515,91,27.05,3
0.939,1.57,5.108,7.747,95,27.05,3
0.879,1.42,5.014,8.14,94,27.05,3
0.835,1.46,4.862,7.322,90,27.05,3
0.832,1.31,4.757,7.296,88,27.1,3
0.831,1.33,4.583,7.394,91,27.1,3
0.845,1.92,4.634,7.334,91,27.1,3
0.788,1.45,4.627,7.812,84,27.15,3
0.814,1.44,4.529,7.528,87,27.15,3
0.826,1.37,4.487,7.35,78,27.2,3
0.83,1.58,4.493,7.52,80,27.2,3
0.824,1.51,4.642,7.378,80,27.25,3
0.833,1.23,4.585,6.766,78,27.3,3
0.819,1.24,4.382,7.33,88,27.3,3
0.872,1.29,4.444,7.07,81,27.3,3
0.84,1.52,4.238,7.599,91,27.3,3
0.804,1.42,4.021,7.35,84,27.35,3
0.859,1.37,4.198,7.012,88,27.3,3
0.872,1.42,4.261,7.325,91,27.3,3
0.892,1.45,4.255,7.302,88,27.3,3
0.933,1.36,4.224,7.235,83,27.3,3
1.001,1.72,4.349,4.489,92,27.3,3
1.047,1.7,4.185,4.048,90,27.25,3
1.051,1.97,4.314,4.619,90,27.25,3
1.122,1.89,4.388,7.213,116,27.2,3
1.166,1.924,4.483,4.942,125,27.2,3
1.135,2,4.394,5.047,90,27.2,3
1.281,2.03,4.6,5.147,115,27.2,3
1.325,2.17,4.618,5.093,118,27.15,3
1.329,2.66,4.623,6.619,122,27.15,3
1.338,2.8,4.554,5.453,98,27.1,3
1.398,2.2,4.755,6.155,111,27.15,3
1.408,2.4,4.687,6.545,99,27.1,3
1.433,2.78,4.84,6.763,101,27.1,3
1.534,2.58,4.994,6.662,111,27.1,3
1.504,3.27,4.68,6.847,99,27.1,3
1.521,2.93,4.91,6.777,106,27.1,3
1.517,2.78,5.031,7.022,113,27.05,3
1.499,2.71,4.841,6.392,105,27.05,3
1.579,2.26,5.068,6.971,112,27.05,3
1.722,3.5,5.122,7.017,99,27.05,3
1.546,2.33,5.278,6.552,98,27.05,3
1.584,3.32,5.277,7.208,104,27.05,3
1.599,2.76,5.374,7.266,102,27,3
1.477,2.28,5.186,6.818,88,27,3
1.568,2.87,5.346,6.95,106,27,3
1.53,2.72,5.25,7.135,105,27,3
1.552,2.36,5.389,7.292,105,27,3
1.504,2.34,5.39,7.237,99,27,3
1.497,3.04,4.988,7.374,102,27,3
1.464,2.31,5.249,7.127,97,27,3
1.418,2.33,5.161,7.234,102,27,3
1.484,2.25,5.222,7.244,111,27,3
1.509,2.668,5.258,7.572,99,27,3
1.377,2.21,5.165,8.092,102,27,3
1.437,2.5,5.06,7.002,98,27,3
1.572,2.222,5.585,6.953,95,27,3
1.513,2.81,5.147,7.565,101,27,3
1.513,2.81,5.147,7.565,91,27,3
1.664,3.08,5.238,7.535,95,27,3
1.777,2.97,5.359,7.523,108,27.05,3
1.717,3.2,5.218,7.013,85,27.05,3
1.708,2.74,5.11,6.804,99,27.05,3
1.833,3.05,5.531,7.272,95,27.1,3
1.85,2.97,5.407,7.515,92,27.1,3
1.799,2.99,5.334,5.962,94,27.15,3
1.864,3.25,5.746,7.856,101,27.15,3
1.817,2.95,5.663,7.736,97,27.1,3
2.021,3.118,5.718,6.776,95,27.05,3
1.89,3.04,5.269,7.555,104,26.95,3
1.985,3.58,5.823,8.099,90,26.85,3
1.882,2.92,5.557,8.129,94,26.75,3
1.853,3.04,5.415,7.006,97,26.7,3
1.866,3.68,5.412,7.083,105,26.7,3
1.853,2.82,5.529,7.365,83,26.7,3
1.839,2.78,5.526,7.88,104,26.7,3
1.991,4.43,5.81,7.985,95,26.75,3
1.967,3.08,5.745,7.653,92,26.75,3
2.064,3.99,5.84,7.894,92,26.8,3
2.193,3.54,5.872,7.825,97,26.8,3
2.257,3.61,5.942,7.563,99,26.75,3
2.181,3.593,5.957,8.137,98,26.75,3
2.166,3.29,5.953,8.367,102,26.75,3
2.019,3.46,5.906,7.892,95,26.8,3
1.878,3.58,5.644,9.857,104,26.75,3
1.947,3.59,5.757,7.845,74,26.75,3
1.914,3.31,6.173,9.27,98,26.75,3
1.917,3,6.032,9.436,94,26.75,3
1.923,3.76,5.677,8.259,94,26.8,3
1.915,3.04,5.826,9.766,95,26.8,3
1.822,2.78,5.911,7.612,77,26.85,3
1.84,3.06,5.822,9.378,81,26.8,3
1.775,3.32,5.737,9.687,77,26.75,3
1.814,3.25,5.459,7.964,106,26.7,3
1.771,3.19,5.715,9.813,97,26.7,3
1.702,4.33,5.631,9.166,94,26.75,3
1.631,2.63,5.679,9.757,87,26.75,3
1.731,2.57,5.677,8.313,94,26.75,3
1.721,3.07,6.062,9.156,95,26.75,3
1.7,2.64,5.75,9.288,77,26.8,3
1.705,2.65,5.811,7.823,81,26.8,3
1.531,2.32,5.548,9.901,81,26.85,3
1.746,3.8,5.847,7.87,84,26.85,3
1.705,2.99,5.712,8.834,87,26.9,3
1.592,2.44,5.636,9.722,77,26.9,3
1.632,2.599,5.66,8.199,83,26.9,3
1.591,2.79,5.611,8.9,87,26.9,3
1.593,2.47,5.488,9.829,75,26.95,3
1.581,2.99,5.89,9.304,83,26.95,3
1.613,2.75,5.701,9.633,87,27,3
1.494,2.62,5.446,9.353,91,27,3
1.531,2.41,5.709,9.107,78,27.05,3
1.509,2.42,5.683,9.409,83,27.05,3
1.416,2.63,5.177,9.423,92,27.1,3
1.453,2.9,5.184,9.283,87,27.1,3
1.48,2.81,5.382,9.091,80,27.1,3
1.485,2.43,5.452,9.29,83,27.1,3
1.589,3.01,5.697,9.304,84,27.1,3
1.543,2.41,5.596,9.311,83,27.05,3
1.375,2.29,5.413,8.95,98,27.05,3
1.545,2.49,5.83,9.266,81,27,3
1.477,2.43,5.535,9.155,83,27,3
1.534,2.403,5.45,9.025,83,27,3
1.494,2.1,5.62,9.02,98,27,3
1.474,2.49,5.642,9.316,87,27,3
1.514,2.94,5.502,8.736,81,27,3
1.436,2.4,5.569,8.907,95,27,3
1.613,2.77,5.825,8.386,85,27,3
1.471,2.38,5.458,7.834,92,27,3
1.416,2.93,5.296,7.871,85,27,3
1.474,2.27,5.378,8.576,87,26.95,3
1.479,2.59,5.388,9.284,90,26.95,3
1.481,2.55,5.299,7.833,74,26.95,3
1.454,2.3,5.471,8.083,83,26.95,3
1.502,2.31,5.863,7.755,101,26.95,3
1.396,2.52,5.394,7.539,85,26.9,3
1.523,2.54,5.807,9.261,87,26.9,3
1.393,2.74,5.684,8.014,91,26.9,3
1.513,2.46,5.739,9.303,90,26.9,3
1.465,2.5,5.508,9.342,95,26.9,3
1.361,2.307,5.639,8.96,83,26.9,3
1.539,2.26,5.954,7.944,91,26.85,3
1.486,2.6,5.816,8.241,95,26.85,3
1.442,2.36,5.631,9.305,101,26.85,3
1.459,2.38,5.839,9.681,87,26.85,3
1.51,3.12,5.949,9.286,85,26.85,3
1.472,2.52,5.936,8.629,85,26.8,3
1.433,2.13,5.798,9.173,102,26.8,3
1.381,2.19,5.635,6.802,87,26.8,3
1.298,2.15,5.344,8.177,91,26.8,3
1.315,2.07,5.739,9.189,91,26.8,3
1.377,2.1,5.828,9.309,95,26.85,3
1.391,2.05,5.945,9.28,88,26.85,3
1.269,2.4,5.709,8.869,94,26.9,3
1.235,2.2,5.538,9.278,80,26.95,3
1.286,2.08,5.556,9.285,78,27,3
1.267,1.96,5.801,8.474,85,27,3
1.274,2.24,5.683,8.613,90,27,3
1.26,2.12,5.768,8.771,85,27.05,3
1.142,2.12,5.502,12.828,92,27.1,3
1.104,1.73,5.436,9.054,91,27.15,3
1.228,2.09,5.842,8.889,94,27.2,3
1.132,1.97,5.455,8.921,91,27.1,3
1.204,1.88,5.603,12.829,88,27.1,3
1.158,2.23,5.082,8.769,106,27.05,3
1.248,1.94,5.21,9.284,92,27.05,3
1.204,1.87,5.13,9.079,98,27.05,3
1.27,2.05,5.464,12.05,87,27,3
1.189,1.73,5.191,8.791,91,27,3
1.192,1.9,5.154,8.66,98,26.95,3
1.217,1.923,5.358,9.28,94,26.95,3
1.232,2.06,5.395,11.457,90,26.9,3
1.175,1.86,5.362,8.934,98,26.9,3
1.253,2.41,5.691,8.324,92,26.9,3
1.158,1.99,5.308,8.816,98,26.9,3
1.168,1.86,5.596,8.203,94,26.9,3
1.234,2.35,5.872,8.498,98,26.9,3
1.199,1.85,5.678,8.518,98,26.9,3
1.159,2.04,5.666,12.17,88,26.9,3
1.225,2.32,5.369,8.547,91,26.9,3
1.229,1.88,5.69,9.935,94,26.85,3
1.228,1.84,5.671,10.847,81,26.85,3
1.286,2.41,5.837,9.324,92,26.85,3
1.286,2.36,5.952,7.999,88,26.85,3
1.216,2.03,5.776,8.218,84,26.85,3
1.217,2.08,5.736,8.212,92,26.85,3
1.265,2.28,5.949,12.412,90,26.85,3
1.183,1.9,5.699,8.254,87,26.85,3
1.262,2.25,5.863,8.895,91,26.85,3
1.229,2.11,5.87,8.483,94,26.85,3
1.182,2.06,5.681,12.009,102,26.85,3
1.233,2.07,5.816,12.227,94,26.85,3
1.175,1.81,5.478,9.831,92,26.85,3
1.217,2.22,5.439,12.266,92,26.85,3
1.13,1.75,5.218,12.14,84,26.85,3
1.243,2.07,5.679,9.178,88,26.85,3
1.145,2.18,5.104,8.561,95,26.85,3
1.169,2.06,5.095,8.563,88,26.85,3
1.171,1.79,5.343,11.511,88,26.85,3
1.12,2.28,5.093,9.787,91,26.85,3
1.139,1.9,5.114,7.721,81,26.85,3
1.131,2.14,5.017,9.745,95,26.9,3
1.163,1.95,5.191,11.482,91,26.9,3
1.153,1.8,5.068,12.926,95,26.9,3
1.102,1.8,4.856,12.913,68,26.95,3
1.192,1.97,5.271,11.265,81,26.95,3
1.135,2.237,5.249,12.506,77,27,3
1.174,2.07,5.233,11.511,92,27,3
1.138,1.7,5.343,10.22,85,27,3
1.167,2.12,5.317,12.894,81,27,3
1.178,1.74,4.98,8.15,88,27.05,3
1.123,1.913,4.899,11.378,101,27,3
1.07,1.68,5.012,10.834,91,27,3
1.119,1.77,5.187,9.259,88,27,3
1.046,1.83,4.788,9.554,77,27,3
1.111,1.97,4.957,8.151,101,26.95,3
1.12,1.74,4.769,11.636,97,26.95,3
1.165,1.89,4.686,8.853,85,26.9,3
1.118,1.78,4.618,9.023,91,26.85,3
1.199,2.13,4.78,4.922,99,26.85,3
1.207,2.07,4.759,4.5,92,26.85,3
1.23,2.32,4.689,4.815,135,26.85,3
1.243,2.14,4.847,4.817,132,26.85,3
1.317,2.02,4.939,4.688,130,26.85,3
1.312,2.11,4.885,5.186,132,26.85,3
1.423,2.456,4.928,5.079,130,26.85,3
1.408,2.55,5.245,5.195,129,26.85,3
1.461,2.76,5.065,9.309,126,26.85,3
1.426,2.66,5.085,5.602,98,26.85,3
1.296,2.47,4.9,5.194,132,26.85,3
1.396,2.54,5.159,7.849,140,26.8,3
1.377,2.39,4.906,7.542,106,26.85,3
1.39,2.24,4.959,4.605,104,26.8,3
1.32,2.17,4.891,10.219,102,26.8,3
1.313,2.27,4.809,7.328,101,26.8,3
1.329,2.09,4.813,4.716,104,26.8,3
1.259,1.97,4.862,12.203,94,26.8,3
1.249,2.22,5.154,9.754,104,26.8,3
1.257,2.03,4.976,4.932,90,26.8,3
1.235,2.03,4.961,8.471,99,26.8,3
1.222,1.86,4.84,7.539,97,26.75,3
1.165,1.93,5.014,12.358,95,26.75,3
1.188,1.99,5.031,8.295,92,26.75,3
1.154,1.92,5.056,11.735,90,26.75,3
1.148,1.91,4.953,11.162,99,26.75,3
1.166,2.11,5.257,11.977,92,26.75,3
1.097,2.03,4.86,9.279,101,26.8,3
1.081,1.7,5.115,9.887,94,26.8,3
1.043,1.83,5.121,12.904,104,26.8,3
1.128,2.04,5.059,11.52,83,26.8,3
1.041,1.81,5.243,10.883,-99.9,-99.9,1
1.062,1.61,5.317,9.302,-99.9,-99.9,1
0.956,1.6,4.962,11.33,-99.9,-99.9,1
1.016,1.74,5.251,12.157,-99.9,-99.9,1
1.051,1.63,5.467,11.44,-99.9,-99.9,1
0.942,1.6,5.149,12.144,-99.9,-99.9,1
1.123,2,5.147,8.166,-99.9,-99.9,1
1.137,1.74,5.045,12.041,-99.9,-99.9,1
1.08,2.04,4.698,12.009,-99.9,-99.9,1
1.169,2,5.149,10.798,-99.9,-99.9,1
1.207,2.15,4.794,10.685,-99.9,-99.9,1
1.206,2.01,4.632,9.024,-99.9,-99.9,1
1.283,2.49,4.67,7.864,-99.9,-99.9,1
1.273,1.86,4.832,12.089,-99.9,-99.9,1
1.192,2.08,4.78,10.796,-99.9,-99.9,1
1.217,1.93,4.735,11.838,-99.9,-99.9,1
1.224,2.2,4.551,4.805,-99.9,-99.9,1
1.276,2.43,4.644,4.6,-99.9,-99.9,1
1.398,2.1,4.787,4.821,-99.9,-99.9,1
1.29,2.02,4.719,4.906,-99.9,-99.9,1
1.348,2.21,4.661,5.046,-99.9,-99.9,1
1.332,2.53,4.797,4.826,-99.9,-99.9,1
1.366,2.17,4.953,5.223,-99.9,-99.9,1
1.346,2.34,4.875,5.309,-99.9,-99.9,1
1.326,2.04,4.586,4.82,-99.9,-99.9,1
1.365,2.5,4.831,6.171,-99.9,-99.9,1
1.367,2.5,4.846,4.934,-99.9,-99.9,1
1.269,1.93,4.897,5.81,-99.9,-99.9,1
1.262,2.15,4.739,6.59,-99.9,-99.9,1
1.187,1.97,4.64,5.471,-99.9,-99.9,1
1.152,1.98,4.904,7.501,-99.9,-99.9,1
1.181,1.8,4.77,5.521,-99.9,-99.9,1
1.274,1.971,4.571,6.807,-99.9,-99.9,1
1.221,2.11,5.126,6.392,-99.9,-99.9,1
1.2,1.92,5.013,8.068,-99.9,-99.9,1
1.124,2.2,4.82,8.552,-99.9,-99.9,1
1.091,1.81,4.877,7.026,-99.9,-99.9,1
1.028,1.82,4.572,6.364,-99.9,-99.9,1
1.08,1.732,4.447,6.444,-99.9,-99.9,1
1.082,1.79,4.557,4.471,-99.9,-99.9,1
1.083,1.68,4.518,5.637,-99.9,-99.9,1
1.013,1.67,4.345,4.482,-99.9,-99.9,1
1.04,1.94,4.345,7.797,-99.9,-99.9,1
1.04,2.26,4.459,4.296,-99.9,-99.9,1
1.045,1.71,4.448,4.131,-99.9,-99.9,1
0.994,1.58,4.55,8.151,-99.9,-99.9,1
0.999,1.86,4.512,6.812,-99.9,-99.9,1
0.988,1.75,4.978,10.278,-99.9,-99.9,1
0.981,1.53,4.816,10.802,-99.9,-99.9,1
0.915,1.46,4.851,10.628,-99.9,-99.9,1
0.927,1.43,4.906,10.251,-99.9,-99.9,1
0.925,1.55,4.648,7.54,-99.9,-99.9,1
0.953,1.54,4.727,5.192,-99.9,-99.9,1
0.964,1.55,4.478,4.131,-99.9,-99.9,1
1.005,1.71,4.536,6.143,-99.9,-99.9,1
1.017,2.27,4.446,7.556,-99.9,-99.9,1
1.112,1.89,4.59,5.472,-99.9,-99.9,1
1.07,1.65,4.486,4.498,-99.9,-99.9,1
1.099,1.64,4.309,4.119,-99.9,-99.9,1
1.192,1.892,4.215,4.696,-99.9,-99.9,1
1.226,2.1,4.394,4.719,-99.9,-99.9,1
1.248,1.87,4.479,4.95,-99.9,-99.9,1
1.253,2.16,4.427,4.79,-99.9,-99.9,1
1.209,2.03,4.518,4.797,-99.9,-99.9,1
1.229,1.913,4.6,4.824,-99.9,-99.9,1
1.246,2.04,4.481,5.351,-99.9,-99.9,1
1.296,2.21,4.48,4.956,-99.9,-99.9,1
1.271,2.241,4.549,5.63,-99.9,-99.9,1
1.354,2.38,4.661,4.839,-99.9,-99.9,1
1.237,2.336,4.604,5.09,-99.9,-99.9,1
1.228,2.11,4.744,5.349,-99.9,-99.9,1
1.204,2.19,4.516,5.786,-99.9,-99.9,1
1.192,2.02,4.871,6.584,-99.9,-99.9,1
1.128,1.87,4.495,6.371,-99.9,-99.9,1
1.192,1.65,4.708,6.12,-99.9,-99.9,1
1.172,1.8,4.914,8.871,-99.9,-99.9,1
1.194,2.27,4.78,6.29,-99.9,-99.9,1
1.27,1.95,4.717,6.23,-99.9,-99.9,1
1.193,2.32,4.854,6.366,-99.9,-99.9,1
1.175,1.82,4.855,9.78,-99.9,-99.9,1
1.179,1.92,4.928,4.51,-99.9,-99.9,1
1.154,1.97,4.667,6.422,-99.9,-99.9,1
1.145,2.31,4.724,6.191,-99.9,-99.9,1
1.197,1.974,4.865,8.54,-99.9,-99.9,1
1.178,2.54,4.869,7.805,-99.9,-99.9,1
1.14,1.64,4.742,8.606,-99.9,-99.9,1
1.164,2.25,4.905,7.286,-99.9,-99.9,1
1.175,1.89,4.758,9.151,-99.9,-99.9,1
1.241,1.96,5.061,8.512,-99.9,-99.9,1
1.141,1.98,4.587,6.498,-99.9,-99.9,1
1.121,2.2,4.85,8.89,-99.9,-99.9,1
1.168,2.009,4.971,8.911,-99.9,-99.9,1
1.118,1.76,4.878,7.892,-99.9,-99.9,1
1.044,1.678,4.747,8.407,-99.9,-99.9,1
1.091,1.89,5.029,8.807,-99.9,-99.9,1
1.052,1.76,5.242,8.211,-99.9,-99.9,1
1.01,1.729,4.988,8.834,-99.9,-99.9,1
1.021,1.94,5.073,8.442,-99.9,-99.9,1
0.982,1.84,4.934,8.164,-99.9,-99.9,1
0.995,1.67,5.038,7.665,-99.9,-99.9,1
0.899,1.38,4.749,8.215,-99.9,-99.9,1
0.931,1.59,4.758,8.156,-99.9,-99.9,1
0.936,1.54,5.043,6.812,-99.9,-99.9,1
0.991,1.7,5.246,7.345,-99.9,-99.9,1
0.955,1.55,4.942,8.169,-99.9,-99.9,1
1.026,1.64,5.238,7.996,-99.9,-99.9,1
0.974,1.55,5.003,7.042,-99.9,-99.9,1
0.918,1.48,5.108,8.79,-99.9,-99.9,1
0.919,1.66,4.939,8.843,-99.9,-99.9,1
0.971,1.55,5.234,8.945,-99.9,-99.9,1
0.919,1.64,4.976,7.512,-99.9,-99.9,1
0.926,1.61,5.45,9.208,-99.9,-99.9,1
0.921,1.5,5.299,10.342,-99.9,-99.9,1
0.878,1.51,5.268,7.515,-99.9,-99.9,1
0.927,1.55,5.525,8.493,-99.9,-99.9,1
0.943,1.46,5.342,7.614,-99.9,-99.9,1
0.968,1.57,5.45,8.522,-99.9,-99.9,1
0.953,1.58,5.377,7.819,-99.9,-99.9,1
0.966,1.59,5.55,7.578,-99.9,-99.9,1
0.949,1.63,5.369,8.814,-99.9,-99.9,1
1.001,1.63,5.835,7.91,-99.9,-99.9,1
1.039,1.83,6.111,7.559,-99.9,-99.9,1
1.043,1.7,5.78,8.468,-99.9,-99.9,1
-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,1
0.955,1.44,5.448,8.227,-99.9,-99.9,1
0.897,1.59,5.462,8.161,104,26.4,3
0.936,1.55,5.808,8.511,104,26.4,3
0.978,1.69,5.885,8.826,111,26.4,3
0.971,1.51,5.487,7.931,104,26.4,3
0.956,1.45,5.312,8.429,92,26.4,3
0.963,1.84,5.262,8.431,111,26.4,3
0.989,1.58,5.19,7.654,98,26.4,3
0.98,1.86,5.035,8.131,104,26.4,3
1.077,1.81,5.176,8.186,95,26.4,3
1.077,1.77,5.05,8.113,105,26.4,3
1.065,1.6,5.148,7.88,106,26.4,3
1.08,1.61,5.351,7.582,97,26.4,3
1.089,1.97,5.293,7.886,101,26.4,3
1.049,1.63,5.029,7.707,105,26.35,3
1.142,1.93,5.169,8.178,83,26.3,3
1.063,1.71,5.155,7.887,97,26.25,3
1.083,1.77,5.188,7.386,97,26.25,3
1.081,1.79,4.99,7.66,87,26.25,3
1.086,2.03,4.826,8.21,91,26.25,3
1.097,2.1,4.906,7.614,105,26.3,3
1.19,1.84,5.468,7.844,91,26.3,3
1.168,1.83,5.179,7.536,92,26.35,3
1.1,1.81,5.107,7.825,97,26.35,3
1.061,1.8,4.848,6.578,97,26.45,3
1.175,1.91,5.162,7.556,99,26.45,3
1.16,2,5.367,8.18,92,26.5,3
1.062,2.06,5.121,7.244,95,26.55,3
1.077,1.89,5.076,6.796,95,26.55,3
1.134,2.23,5.22,7.892,90,26.55,3
1.05,1.74,5.062,7.272,95,26.5,3
1.044,1.81,5.015,7.836,98,26.5,3
1.026,1.59,4.933,7.569,94,26.5,3
1.051,1.76,4.906,8.114,97,26.5,3
1.04,1.7,5.079,7.259,102,26.45,3
1.116,1.97,5.381,8.51,90,26.4,3
1.176,2.311,5.054,7.264,102,26.45,3
1.216,2.07,5.08,7.895,92,26.4,3
1.208,1.92,4.957,8.284,91,26.4,3
1.312,2.2,5.165,8.411,99,26.4,3
1.34,2.12,5.552,8.462,97,26.4,3
1.338,2.43,5.659,8.531,99,26.4,3
1.364,2.25,5.381,8.503,97,26.35,3
1.398,2.42,5.676,8.215,98,26.4,3
1.49,2.46,5.898,8.831,97,26.4,3
1.414,2.43,5.908,8.641,95,26.35,3
1.519,2.49,6.183,8.878,97,26.4,3
1.651,3.03,6.624,8.683,94,26.35,3
1.575,2.7,5.578,8.88,97,26.35,3
1.546,2.9,5.729,9.214,88,26.35,3
1.661,2.48,6.037,8.584,88,26.35,3
1.563,2.62,6.099,9.225,84,26.35,3
1.499,2.11,5.45,8.619,92,26.3,3
1.68,2.57,5.994,8.14,85,26.3,3
1.637,3.03,6.217,8.509,91,26.3,3
1.495,2.3,6.078,9.181,83,26.3,3
1.634,2.87,6.124,8.588,97,26.3,3
1.65,2.87,5.999,8.727,84,26.3,3
1.448,2.35,5.988,7.874,87,26.3,3
1.62,2.6,6.255,8.655,94,26.3,3
1.549,2.28,6.009,8.83,90,26.25,3
1.643,2.77,6.195,8.451,90,26.3,3
1.632,2.73,6.209,8.568,91,26.3,3
1.687,2.71,6.232,8.34,87,26.3,3
